PRIMKEY,COUNTRY,FIPSCODE,COWCODE,CONTCODE,SITENUM,NAME,LAT,LONG,RES,RESINFO,LOCSOURCE,FIELDINFO,DISC,DISCPRES,PROD,PRODPRES,OTHERINFO,SOURCEINFO,VERSION
RS042PET,Russia,RS,365,1,42,West Siberian Basin,64.32,82.28,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,no information available - field could not be identified due to the high concentration in that area,"Petroleum Economist, 2003",1.2
RS055PET,Russia,RS,365,1,55,Tunguska Basin,64.10,91.26,PET,oil and gas,"Persits et al., 1998",3,-9999,3,-9999,3,no information available,,1.2
RS078PET,Russia,RS,365,1,78,Lena-Vilyuy Basin,64.58,120.91,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,no information available,,1.2
RS054PET,Russia,RS,365,1,54,Turukhan-Norilsk Folded Zone,64.86,88.54,PET,oil and gas,"Persits et al., 1998",3,-9999,3,-9999,3,Volodin field - no further information available,"Petroleum Economist, 2003",1.2
RS031PET,Russia,RS,365,1,31,West Siberian Basin,65.35,72.88,PET,gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",3,1972,1,-9999,3,Nadym field found in 1972,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003",1.2
RS003PET,Russia,RS,365,1,3,Timan-Pechora Basin,65.47,52.74,PET,oil,"Persits et al., 1998",3,1986,1,-9999,3,Nizev field found in 1986 - Ust-Tsilma field discovered in 1989,"Lindquist, 1999c - Petroleum Economist, 2003",1.2
RS043PET,Russia,RS,365,1,43,West Siberian Basin,65.48,82.25,PET,oil and gas,"Persits et al., 1998",3,-9999,3,-9999,3,no information available - field could not be identified due to the high concentration in that area,"Petroleum Economist, 2003",1.2
RS053PET,Russia,RS,365,1,53,Turukhan-Norilsk Folded Zone,65.55,88.29,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,Letnin and Lower fields - no further information available,"Petroleum Economist, 2003",1.2
RS004PET,Russia,RS,365,1,4,Timan-Pechora Basin,65.96,54.75,PET,oil,"Persits et al., 1998",3,-9999,3,-9999,3,oil field - no further information available,"Petroleum Economist, 2003",1.2
RS005PET,Russia,RS,365,1,5,Timan-Pechora Basin,66.26,61.77,PET,gas,"Persits et al., 1998",3,1985,1,-9999,3,Lemva field found in 1985,"Lindquist, 1999c - Petroleum Economist, 2003",1.2
RS044PET,Russia,RS,365,1,44,West Siberian Basin,66.97,82.24,PET,oil and gas,"Persits et al., 1998",3,-9999,3,-9999,3,no information available - field could not be identified due to the high concentration in that area,"Petroleum Economist, 2003",1.2
RS045PET,Russia,RS,365,1,45,West Siberian Basin,67.56,83.39,PET,oil and gas,"Persits et al., 1998",3,-9999,3,-9999,3,no information available - field could not be identified due to the high concentration in that area,"Petroleum Economist, 2003",1.2
RS029PET,Russia,RS,365,1,29,West Siberian Basin,67.84,76.31,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",1,1966,2,1978,1,Urengoy field discovered in 1966/70 and came on stream in 1978 - Yamburg field found in 1969,"Earth Sciences and Resources Institute, 1995 - Facts On File, Inc., 2004 - Petroleum Economist, 2003",1.2
RS046PET,Russia,RS,365,1,46,West Siberian Basin,68.31,84.04,PET,oil and gas,"Persits et al., 1998",3,1971,1,-9999,3,Suzun field found in 1971,"Earth Sciences and Resources Institute, 1995",1.2
RS028PET,Russia,RS,365,1,28,West Siberian Basin,68.55,75.00,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",3,1971,1,-9999,3,Semakovskoye-Anderpayuta field found in 1971,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003",1.2
RS002PET,Russia,RS,365,1,2,Timan-Pechora Basin,65.80,57.12,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",1,1945,1,1945,2,Yaregskoye field discovered in 1932 - Sed'yol gas field found in 1935 and came on stream in 1939,"Kulke, 1994 - Lindquist, 1999c - Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003",1.2
RS022PET,Russia,RS,365,1,22,West Siberian Basin,68.56,71.65,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",3,1964,1,-9999,3,Novoportov field found in 1964,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003",1.2
RS021PET,Russia,RS,365,1,21,West Siberian Basin,69.73,67.96,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
RS027PET,Russia,RS,365,1,27,West Siberian Basin,69.54,75.24,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",3,1975,1,-9999,3,Geofiziche field found in 1975,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003",1.2
RS048PET,Russia,RS,365,1,48,Yenisey-Khatanga Basin,70.50,84.95,PET,oil and gas,"Persits et al., 1998",3,-9999,3,-9999,3,Payakha field - no further information available,"Petroleum Economist, 2003",1.2
RS026PET,Russia,RS,365,1,26,West Siberian Basin,70.62,76.98,PET,gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",3,1978,1,-9999,3,Gydan field discovered in 1978,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003",1.2
RS049PET,Russia,RS,365,1,49,Yenisey-Khatanga Basin,71.02,81.75,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,Deryabin field - no further information available,"Petroleum Economist, 2003",1.2
RS025PET,Russia,RS,365,1,25,West Siberian Basin,71.01,74.51,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",3,1979,1,-9999,3,Utrenneye field found in 1979,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003",1.2
RS024PET,Russia,RS,365,1,24,West Siberian Basin,71.67,77.02,PET,---,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",3,1969,1,-9999,3,Bol'shoye Chernogor field discovered in 1969,"Earth Sciences and Resources Institute, 1995",1.2
RS023PET,Russia,RS,365,1,23,West Siberian Basin,71.76,73.99,PET,oil and gas,"Persits et al., 1998",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
TS050PET,Russia,RS,365,1,50,Yenisey-Khatanga Basin,71.71,84.49,PET,gas,"Persits et al., 1998",2,-9999,3,-9999,4,Ozernoye field planned to come on stream in summer 2004,,1.2
RS020PET,Russia,RS,365,1,20,West Siberian Basin,71.02,69.93,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",3,1968,1,-9999,3,Arktiche field found in 1968,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003",1.2
RS051PET,Russia,RS,365,1,51,Yenisey-Khatanga Basin,72.63,99.55,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,no information available,,1.2
RS018PET,Russia,RS,365,1,18,Northeast Black Sea Shelf,44.69,37.80,PET,oil and gas,"Persits et al., 1998",3,-9999,3,-9999,3,no information available - fields could not be identified due to the high concentration in that area,"Petroleum Economist, 2003",1.2
RS019PET,Russia,RS,365,1,19,Middle Caspian Basin,44.59,44.85,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",1,1945,1,1945,1,Starogroznyy field found in 1893 and Berekey field in 1899 - first production took place in 1893 - several giant oil fields in the,"Ulmishek, 2001b - Earth Sciences and Resources Institute, 1995",1.2
RS017PET,Russia,RS,365,1,17,Azov-Kuban Basin,45.48,39.70,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",1,1945,1,1945,1,first exploration-well in 1864 - Maykop field found in 1909 - several discoveries in the 1930s - production at least since 1969,"Kulke, 1994 - Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003",1.2
RS073PET,Russia,RS,365,1,73,Cis-Patom Foredeep,61.08,114.70,PET,gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",3,1970,1,-9999,3,Sredne Botuoba field discovered in 1970,"Earth Sciences and Resources Institute, 1995",1.2
RS067PET,Russia,RS,365,1,67,Nepa-Botuoba Arch,61.86,114.30,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",3,1977,1,-9999,3,Vilyuysko-Dzherbinskoye field found in 1977,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003",1.2
RS012PET,Russia,RS,365,1,12,North Caspian Basin,49.40,45.48,PET,oil and gas,"Persits et al., 1998",1,1945,2,1945,2,whole basin: first discovery in 1911 - production at least since World War II,"Ulmishek, 2001d - Kulke, 1994",1.2
RS010PET,Russia,RS,365,1,10,Volga-Ural Region,50.79,45.32,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",3,1949,1,-9999,3,Korobkovskoye field discovered in 1949,"Earth Sciences and Resources Institute, 1995",1.2
RS006PET,Russia,RS,365,1,6,Volga-Ural Region,55.17,53.83,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",1,1945,1,1945,2,first discovery in 1929 - giant oil field romashkino discovered in 1948 - production at least since 1945 -> became major productio,"Kulke, 1994 - Petroleum Economist, 2003 - Expedia.com, 2003",1.2
RS011PET,Russia,RS,365,1,11,North Caspian Basin,51.01,48.24,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",3,1953,1,-9999,3,Stepnovskoye field found in 1953,"Earth Sciences and Resources Institute, 1995",1.2
RS047PET,Russia,RS,365,1,47,Yenisey-Khatanga Basin,69.43,82.59,PET,gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",1,1966,1,1970,1,Zimnyeye field found in 1966 and Messoyakha field commenced production in 1970,"Earth Sciences and Resources Institute, 1995 - Tanahashi, 1996",1.2
RS030PET,Russia,RS,365,1,30,West Siberian Basin,62.35,74.88,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",1,1960,1,1964,2,Shaim and Trekhozernoye fields discovered in 1960 - production in the whole basin since 1964,"Kulke, 1994 - Ulmishek, 2003 - Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003",1.2
KZ021PET,Kazakhstan,KZ,705,3,21,Middle Caspian Basin,42.77,54.21,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,Koksuy field - no further information available,"Petroleum Economist, 2003",1.2
KZ020PET,Kazakhstan,KZ,705,3,20,Middle Caspian Basin,43.38,52.16,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",1,1961,1,1972,1,Uzen and Zhetybay fields found in 1961 - first gas flows from the South Zhetybay field in 1972,"Ulmishek, 2001b",1.2
KZ024PET,Kazakhstan,KZ,705,3,24,Chu-Sarysu Basin,44.24,71.42,PET,gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",1,1975,1,2003,2,Amangel'dy field found in 1975 and planned to commence production in 2003,"Earth Sciences and Resources Institute, 1995 - Alexander's Gas & Oil Connections, 2001",1.2
KZ016PET,Kazakhstan,KZ,705,3,16,North Ustyurt Basin,45.14,51.87,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",1,1974,1,-9999,3,Karanzanbas field discovered in 1974 - production since the late 1960s in the whole basin - Arman field discovered in the 1980s,"Ulmishek, 2001e - Anonymous, 2001 - Petroleum Economist, 2003 - Kazkommerts Securities, 2002",1.2
KZ023PET,Kazakhstan,KZ,705,3,23,Chu-Sarysu Basin,45.67,68.05,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,among others Pridorozh and Oppak fields - no further information available,"Petroleum Economist, 2003",1.2
KZ019PET,Kazakhstan,KZ,705,3,19,North Ustyurt Basin,46.12,58.58,PET,gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",3,-9999,3,-9999,3,Bazhayskoye field - no further information available,"Earth Sciences and Resources Institute, 1995",1.2
KZ011PET,Kazakhstan,KZ,705,3,11,North Caspian Basin,46.64,48.73,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
KZ022PET,Kazakhstan,KZ,705,3,22,South Turgay Basin,46.24,65.24,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",1,1984,2,1996,2,Kumkol field discovered in 1984/85 and production at least since 1996,"EIA, 2002j - Anonymous, 2001 - Earth Sciences and Resources Institute, 1995",1.2
KZ010PET,Kazakhstan,KZ,705,3,10,North Caspian Basin,47.12,48.99,PET,oil,"Persits et al., 1998",3,-9999,3,-9999,3,Kumisbek field - no further information available,"Petroleum Economist, 2003",1.2
KZ012PET,Kazakhstan,KZ,705,3,12,North Caspian Basin,47.02,50.45,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",3,1966,1,-9999,3,Kamyshitovy Yugo-Zapadny field found in 1966,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003",1.2
KZ014PET,Kazakhstan,KZ,705,3,14,North Caspian Basin,48.27,57.09,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",1,1978,1,-9999,3,Zhanazhol field discovered in 1978,"Earth Sciences and Resources Institute, 1995 - HSBC, 2001 - Petroleum Economist, 2003",1.2
KZ006PET,Kazakhstan,KZ,705,3,6,North Caspian Basin,49.22,49.97,PET,oil and gas,"Persits et al., 1998",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
KZ009PET,Kazakhstan,KZ,705,3,9,North Caspian Basin,49.21,56.57,PET,oil,"Persits et al., 1998",2,-9999,3,-9999,4,Shubarkuduk field under development,"EIA, 1996 - Petroleum Economist, 2003",1.2
KZ007PET,Kazakhstan,KZ,705,3,7,North Caspian Basin,49.45,53.28,PET,oil,"Persits et al., 1998",3,-9999,3,-9999,3,Kubasay field - no further information available,"Petroleum Economist, 2003",1.2
KZ008PET,Kazakhstan,KZ,705,3,8,North Caspian Basin,49.75,54.27,PET,oil,"Persits et al., 1998",3,-9999,3,-9999,3,Chingiz field - no further information available,"Petroleum Economist, 2003",1.2
KZ005PET,Kazakhstan,KZ,705,3,5,North Caspian Basin,49.80,49.24,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
KZ004PET,Kazakhstan,KZ,705,3,4,North Caspian Basin,51.27,53.24,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",1,1978,2,1984,1,Karachaganak field found in 1978/79 and came on stream in 1984 - giant field,"BG Group, 2003 - World Energy Council, 2001 - Earth Sciences and Resources Institute, 1995",1.2
KZ001PET,Kazakhstan,KZ,705,3,1,Volga-Ural Region,51.51,50.90,PET,oil and gas,"Persits et al., 1998",3,-9999,3,-9999,3,no information available - fields could not be identified due to the high concentration in that area,"Petroleum Economist, 2003",1.2
KZ002PET,Kazakhstan,KZ,705,3,2,Volga-Ural Region,51.54,52.16,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995 - Berney, 2003",1,1968,1,2003,2,Chinarevskoye field discovered in 1968 and was recently put into production in 2003,"Earth Sciences and Resources Institute, 1995 - Berney, 2003",1.2
KZ003PET,Kazakhstan,KZ,705,3,3,North Caspian Basin,51.21,50.90,PET,oil and gas,"Persits et al., 1998",1,1979,2,1984,2,whole basin: first fields discovered in 1979 and production at least since 1984 - development project started in 1998,"BG Group, 2003 - World Energy Council, 2001as - Anonymous, 2001 - Snow Leopard Resources Inc., 1999",1.2
KZ017PET,Kazakhstan,KZ,705,3,17,North Ustyurt Basin,44.87,54.00,PET,oil and gas,"Persits et al., 1998",3,-9999,3,-9999,3,production at least since the late 1960s in the whole basin,"Ulmishek, 2001e",1.2
KZ018PET,Kazakhstan,KZ,705,3,18,North Ustyurt Basin,45.97,56.07,PET,gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",3,1966,1,-9999,3,Chagyriy-Chumyshty field found in 1966,"Earth Sciences and Resources Institute, 1995",1.2
KZ013PET,Kazakhstan,KZ,705,3,13,North Caspian Basin,47.06,53.92,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",1,1945,1,1945,1,Dossor field came on stream in 1911 - giant field Tengiz discovered in 1979 and developed since 1993,"Anonymous, 2001 - EIA, 2003n - Petroleum Economist, 2003 - Atyrau, 2003",1.2
KZ015PET,Kazakhstan,KZ,705,3,15,Mugodzhary-South Emba,46.36,55.92,PET,oil,"Persits et al., 1998",3,-9999,3,-9999,3,no information available - fields could not be identified due to the high concentration in that area,"Petroleum Economist, 2003",1.2
GG002PET,Georgia,GG,372,1,2,Kura basin,41.57,45.45,PET,oil and gas,"Persits et al., 1998",1,1945,1,1945,1,first commercial production in 1930,"World Energy Council, 2001ae - NRMBSR, year unknown",1.2
GG001PET,Georgia,GG,372,1,1,Rioni Basin,42.41,41.83,PET,oil and gas,"Persits et al., 1998",2,1975,2,-9999,4,"several discoveries in the 1970s - Chaladidi East, Supsa and Shromisubani field under development","EIA, 2002d - Adamia et al., year unknown - Petroleum Economist, 2003 - NRMBSR, year unknown",1.2
BO001PET,Belarus,BO,370,1,1,Pripyat Basin,52.45,29.69,PET,oil and gas,"Persits et al., 1998",1,1954,2,-9999,3,several discoveries in the Pripyat basin between 1944 and 1964 - production at least since 1990,"Kulke, 1994 - World Energy Council, 2001j",1.2
AJ001PET,Azerbaijan,AJ,373,1,1,Kura Basin,40.35,47.11,PET,oil and gas,"Persits et al., 1998",4,-9999,3,-9999,4,Akstafa block under exploration,"Alexander's Gas and Oil Connections, 1998",1.2
AJ002PET,Azerbaijan,AJ,373,1,2,Middle Caspian Basin,41.13,48.83,PET,oil and gas,"Persits et al., 1998",1,1945,1,1945,1,"information just for the whole basin - only a very small part of it lies in Azerbaijan, therefore the information is not absolutel","Ulmishek, 2001b",1.2
AJ003PET,Azerbaijan,AJ,373,1,3,Great Caucasus Foldbelt,40.79,49.25,PET,oil and gas,"Persits et al., 1998",3,-9999,3,-9999,3,no information available,,1.2
AJ004PET,Azerbaijan,AJ,373,1,4,South Caspian Basin,40.06,49.15,PET,oil and gas,"Persits et al., 1998",1,1945,1,1945,1,first well in the world drilled at Bibi-Heybat in 1846 - development of oil fields in 1875,"Mir-Babayev, 2002",1.2
UK006PET,United Kingdom,UK,200,1,6,Anglo-Paris Basin,50.79,-2.21,PET,oil,"Pawlewicz et al., 2003 - Kulke, 1994",1,1959,1,1961,1,Kimmeridge field discovered in 1959 and was put into production in 1961,"Edgon Resources (U.K.) Limited, 2000 - Kulke, 1994",1.2
UK005PET,United Kingdom,UK,200,1,5,Anglo-Paris Basin,51.13,-0.61,PET,oil and gas,"Pawlewicz et al., 2003 - Kulke, 1994",1,1965,1,1998,2,Bletchingley field found in 1965 - Stockbridge under production since at least 1998,"Edgon Resources (U.K.) Limited, 2000 - Kulke, 1994",1.2
UK004PET,United Kingdom,UK,200,1,4,Ireland-Scotland Platform,52.60,-2.42,PET,oil,"Pawlewicz et al., 2003 - Kulke, 1994",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
UK003PET,United Kingdom,UK,200,1,3,Irish Sea,53.39,-2.93,PET,oil and gas,"Pawlewicz et al., 2003 - Kulke, 1994",2,1939,1,-9999,4,Formby field found in 1939 but was only under production until 1960,"Kulke, 1994",1.2
UK002PET,United Kingdom,UK,200,1,2,Anglo-Dutch Basin,53.49,-0.87,PET,oil and gas,"Pawlewicz et al., 2003 - Kulke, 1994",1,1945,1,1945,1,Hardstoft field discovered in 1919 and came on stream in the same year,"Kulke, 1994 - Oil And Gas Investor, 2004",1.2
UK001PET,United Kingdom,UK,200,1,1,Midland Valley-Forth Approach,55.97,-3.53,PET,oil and gas,"Pawlewicz et al., 2003 - Kulke, 1994",1,1945,1,1945,1,oil shale produced since the 19th century - in the 1930s several almost uneconomic fields were discovered,"Kulke, 1994",1.2
TU003PET,Turkey,TU,640,2,3,Adana/Sivas,36.41,36.18,PET,gas,"Pawlewicz et al., 2003 - Petroleum Economist, 2003",2,2000,2,-9999,4,Arsus field - new drilling was planned in 2000,"Anadolu Agency, 2000 - Petroleum Economist, 2003",1.2
TU004PET,Turkey,TU,640,2,4,Haleb,36.80,37.25,PET,oil,"Pawlewicz et al., 2003",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
TU002PET,Turkey,TU,640,2,2,Adana/Sivas,37.06,35.33,PET,oil and gas,"Pawlewicz et al., 2003",1,1960,1,1964,1,Bulgurdag field found in 1960 and came on stream in 1964,"Kulke, 1994 - Petroleum Economist, 2003 - Omax Resources Ltd., 2004 - Turkish Daily News, 1998",1.2
TU009PET,Turkey,TU,640,2,9,Euphrates/Mardin,37.26,41.69,PET,oil and gas,"Pawlewicz et al., 2003",1,1976,1,-9999,3,Camurlu field found in 1976,"Anonymous, 2001 - Petroleum Economist, 2003",1.2
TU001PET,Turkey,TU,640,2,1,Thrace/Samsun,41.34,27.45,PET,oil and gas,"Pawlewicz et al., 2003",1,1970,1,-9999,3,Hamitabat field discovered in 1970,"Anonymous, 2001 - Kulke, 1994",1.2
TU008PET,Turkey,TU,640,2,8,Euphrates/Mardin,37.63,39.00,PET,oil,"Pawlewicz et al., 2003",1,1968,1,-9999,3,Piyanko field discovered in 1968,"Anonymous, 2001 - Petroleum Economist, 2003",1.2
TU006PET,Turkey,TU,640,2,6,Zagros Thrust Zone,37.90,38.48,PET,oil,"Pawlewicz et al., 2003",1,1958,1,1960,1,Kahta field discovered in 1958 and Kahta-Adiyaman field put into production in 1960,"Anonymous, 2001 - Turkish Daily News, 1998 - Petroleum Economist, 2003",1.2
TU005PET,Turkey,TU,640,2,5,Haleb,37.40,37.89,PET,oil,"Pawlewicz et al., 2003",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
TU006PET,Turkey,TU,640,2,6,Zagros Thrust Zone,37.90,38.48,PET,oil,"Pawlewicz et al., 2003",1,1958,1,1960,1,Kahta field discovered in 1958 and Kahta-Adiyaman field put into production in 1960,"Anonymous, 2001 - Turkish Daily News, 1998 - Petroleum Economist, 2003",1.2
TU009PET,Turkey,TU,640,2,9,Euphrates/Mardin,37.26,41.69,PET,oil and gas,"Pawlewicz et al., 2003",1,1976,1,-9999,3,Camurlu field found in 1976,"Anonymous, 2001 - Petroleum Economist, 2003",1.2
SZ001PET,Switzerland,SZ,225,1,1,Molasse Basin,47.08,8.00,PET,gas,"Pawlewicz et al., 2003",2,1964,1,-9999,4,Pfaffnau-S³d field discovered in 1964 - Entlebuch field under production from 1985 to 1994,"Kulke, 1994 - SGTK, year unknown - SES, 2003",1.2
SW001PET,Sweden,SW,380,1,1,Baltic Shield-Norwegian Caled,58.49,15.16,PET,gas,"Pawlewicz et al., 2003",2,1945,1,-9999,4,deposits of Alum Shale - production goes back to 1637 but today there is no extraction of the Alum Shale,"Kulke, 1994",1.2
SW002PET,Sweden,SW,380,1,2,Baltic Depression,57.42,18.57,PET,oil,"Pawlewicz et al., 2003 - Kulke, 1994",1,1975,2,1975,2,oil production commenced in the mid-1970s - discovery- and production-year therefore assumed as 1975,"Kulke, 1994",1.2
SP006PET,Spain,SP,230,1,6,Alentejo-Guadalquivir Basin,37.44,-5.82,PET,gas,"Pawlewicz et al., 2003",1,1982,1,1990,1,Palancares field found in 1982 and Marismas field commenced production in 1990,"Kulke, 1994 - Petroleum Economist, 2003",1.2
SP005PET,Spain,SP,230,1,5,Iberic Cordillera,42.57,-0.39,PET,gas,"Pawlewicz et al., 2003",2,1978,1,-9999,4,Serrablo field discovered in 1978 and was on stream until 1989,"Kulke, 1994 - Petroleum Economist, 2003",1.2
SP001PET,Spain,SP,230,1,1,Spanish Trough-Cantabrian Zon,42.69,-3.80,PET,oil and gas,"Pawlewicz et al., 2003",1,1964,1,1966,1,Ayoluengo field discovered in 1964 and came on stream in 1966,"Kulke, 1994 - World Energy Council, 2001bu - Petroleum Economist, 2003",1.2
SP004PET,Spain,SP,230,1,4,Iberic Cordillera,42.74,-2.07,PET,gas,"Pawlewicz et al., 2003",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
SP003PET,Spain,SP,230,1,3,Tajo-Duero Basin,42.37,-2.67,PET,oil,"Pawlewicz et al., 2003",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
SP002PET,Spain,SP,230,1,2,Spanish Trough-Cantabrian Zon,42.81,-2.79,PET,gas,"Pawlewicz et al., 2003",2,1960,1,-9999,4,Castillo field found in 1960 and was under production until 1981,"Kulke, 1994 - The Petroleum Economist, 2003",1.2
SI001PET,Slovenia,SI,349,1,1,Pannonian Basin,46.52,16.01,PET,oil and gas,"Pawlewicz et al., 2003",1,1945,1,1945,1,"Dolina field discovered in 1942, Petisovci field in 1943 - development from 1942 to 1962 - production since 1943","Kulke, 1994 - World Petroleum, 2003 - Nafta Lendava, year unknown",1.2
SR002PET,Serbia/Montenegro,SR,-9999,1,2,Alps,43.56,21.41,PET,oil and gas,"Pawlewicz et al., 2003",2,-9999,3,-9999,4,Aleksinac oil-shale deposit not under production in 2003 - Senon Trench field,"Marcon International, Inc., 2003 - Petroleum Economist, 2003",1.2
SR001PET,Serbia/Montenegro,SR,-9999,1,1,Pannonian Basin,45.34,20.26,PET,oil and gas,"Pawlewicz et al., 2003",1,1952,2,1952,1,Jermenovci field discovered in 1952 and Velika Greda field came on sream in the same year,"Francuski et al., 2003 - Dimitrijevic, year unknown",1.2
RO003PET,Romania,RO,360,1,3,Transylvania,46.40,24.56,PET,gas,"Pawlewicz et al., 2003",1,1945,1,1945,1,first commercial gas field found in 1909 and came on stream 1911,"Kulke, 1994 - Petroleum Economist, 2003",1.2
RO004PET,Romania,RO,360,1,4,Carpathian-Balkanian Basin,45.39,25.90,PET,oil and gas,"Pawlewicz et al., 2003",1,1945,1,1945,1,first commercial oil production commenced in 1857 at Bend,"Kulke, 1994 - San Joaquin Geological Society, 2002",1.2
RO002PET,Romania,RO,360,1,2,Transylvania,47.63,24.35,PET,oil,"Pawlewicz et al., 2003",1,-9999,3,-9999,3,Sacel field under production,"Kulke, 1994",1.2
RO001PET,Romania,RO,360,1,1,Pannonian Basin,46.62,21.85,PET,oil and gas,"Pawlewicz et al., 2003",1,1963,1,-9999,3,Turnu field discovered in 1963,"Kulke, 1994",1.2
PL006PET,Poland,PL,290,1,6,Russian Craton Margin,51.43,22.23,PET,oil and gas,"Pawlewicz et al., 2003",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
PL005PET,Poland,PL,290,1,5,German-Polish Basin,52.17,18.74,PET,gas,"Pawlewicz et al., 2003",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
PL004PET,Poland,PL,290,1,4,German-Polish Basin,51.95,16.70,PET,oil and gas,"Pawlewicz et al., 2003",1,1961,1,1964,2,Rybaki field discovered in 1961 - several fields came on stream between 1963 and 1965 in the Polish Lowland,"PNiG NAFTA Pila, 2003 - Nafta Gaz Sanok, year unknown - Kulke, 1994",1.2
PL003PET,Poland,PL,290,1,3,German-Polish Basin,53.19,18.40,PET,gas,"Pawlewicz et al., 2003",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
PL002PET,Poland,PL,290,1,2,German-Polish Basin,53.80,16.05,PET,oil and gas,"Pawlewicz et al., 2003",1,1972,1,-9999,3,Kamien Pomorski field found in 1972,"Anonymous, 2001 - Kulke, 1994 - Petroleum Economist, 2003",1.2
